Name,Address,Mon,Tue,Wed,Thu,Fri,Sat,Sun
Bellden Cafe,"10527 Main St, Bellevue, WA 98004","['8:00 AM - 5:00 PM', '']","['8:00 AM - 5:00 PM', '']","['8:00 AM - 5:00 PM', '']","['8:00 AM - 5:00 PM', '']","['8:00 AM - 5:00 PM', '']","['8:00 AM - 5:00 PM', '']","['8:00 AM - 5:00 PM', '']"
El Rinconsito - Bellevue,"2255 140th Ne Ave, Ste A, Bellevue, WA 98005","['10:00 AM - 12:00 AM (Next day)', '']","['10:00 AM - 12:00 AM (Next day)', '']","['10:00 AM - 12:00 AM (Next day)', '']","['10:00 AM - 12:00 AM (Next day)', '']","['10:00 AM - 1:00 AM (Next day)', '']","['8:00 AM - 1:00 AM (Next day)', '']","['8:00 AM - 12:00 AM (Next day)', '']"
Pomodoro,"2366 Eastlake Ave E, Seattle, WA 98102","['Closed', '']","['Closed', '']","['5:00 PM - 9:00 PM', '']","['5:00 PM - 9:00 PM', '']","['5:00 PM - 10:00 PM', '']","['5:00 PM - 10:00 PM', '']","['5:00 PM - 9:00 PM', '']"
Orenji Sushi & Noodles,"5625 221st Pl SE, Ste 120, Issaquah, WA 98027","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']"
El Rinconsito - Bellevue,"2255 140th Ne Ave, Ste A, Bellevue, WA 98005","['10:00 AM - 12:00 AM (Next day)', '']","['10:00 AM - 12:00 AM (Next day)', '']","['10:00 AM - 12:00 AM (Next day)', '']","['10:00 AM - 12:00 AM (Next day)', '']","['10:00 AM - 1:00 AM (Next day)', '']","['8:00 AM - 1:00 AM (Next day)', '']","['8:00 AM - 12:00 AM (Next day)', '']"
Lucky Barbecue & Noodle House,"14509 NE 20th St, Ste A, Bellevue, WA 98007","['11:00 AM - 8:00 PM', '']","['11:00 AM - 8:00 PM', '']","['11:00 AM - 8:00 PM', '']","['11:00 AM - 8:00 PM', '']","['11:00 AM - 8:00 PM', '']","['11:00 AM - 8:00 PM', '']","['11:00 AM - 8:00 PM', '']"
Queen Bee Cafe,"8805 Points Dr NE, Clyde Hill, WA 98004","['7:00 AM - 3:00 PM', '']","['7:00 AM - 3:00 PM', '']","['7:00 AM - 3:00 PM', '']","['7:00 AM - 3:00 PM', '']","['7:00 AM - 3:00 PM', '']","['7:00 AM - 3:00 PM', '']","['7:00 AM - 3:00 PM', '']"
Dumpling & Noodle,"11000 NE 10th St, Ste B, Bellevue, WA 98004","['Closed', '']","['11:00 AM - 3:00 PM, 5:00 PM - 9:00 PM', '']","['11:00 AM - 3:00 PM, 5:00 PM - 9:00 PM', '']","['11:00 AM - 3:00 PM, 5:00 PM - 9:00 PM', '']","['11:00 AM - 3:00 PM, 5:00 PM - 9:00 PM', '']","['11:00 AM - 3:00 PM, 5:00 PM - 9:00 PM', '']","['11:00 AM - 3:00 PM, 5:00 PM - 9:00 PM', '']"
The Waffler,"615 156th Ave SE, Unit B-3, Bellevue, WA 98007","['Closed', '']","['7:00 AM - 3:00 PM', '']","['7:00 AM - 3:00 PM', '']","['7:00 AM - 3:00 PM', '']","['7:00 AM - 3:00 PM', '']","['8:00 AM - 2:00 PM', '']","['8:00 AM - 2:00 PM', '']"
Cactus Restaurants,"121 Park Ln, Kirkland, WA 98033","['11:00 AM - 10:00 PM', '']","['11:00 AM - 10:00 PM', '']","['11:00 AM - 10:00 PM', '']","['11:00 AM - 10:00 PM', '']","['11:00 AM - 10:00 PM', '']","['10:00 AM - 10:00 PM', '']","['10:00 AM - 10:00 PM', '']"
Shake Shack,"300 Peter Kirk Ln, Kirkland, WA 98033","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 11:00 PM', '']","['11:00 AM - 11:00 PM', '']","['11:00 AM - 10:00 PM', '']"
Biscuit Bitch,"1909 1st Ave, Seattle, WA 98101","['8:00 AM - 1:00 PM', '']","['8:00 AM - 1:00 PM', '']","['Closed', '']","['8:00 AM - 1:00 PM', '']","['8:00 AM - 1:00 PM', '']","['8:00 AM - 1:00 PM', '']","['8:00 AM - 1:00 PM', '']"
Lounge by Topgolf,"425 Urban Plz, Ste 200, Kirkland, WA 98033","['11:00 AM - 10:00 PM', '']","['11:00 AM - 10:00 PM', '']","['11:00 AM - 10:00 PM', '']","['11:00 AM - 10:00 PM', '']","['11:00 AM - 11:00 PM', '']","['10:00 AM - 11:00 PM', '']","['10:00 AM - 10:00 PM', '']"
Terry's Kitchen,"5625 119th Ave SE, Bellevue, WA 98006","['Closed', '']","['4:00 PM - 9:00 PM', '']","['4:00 PM - 9:00 PM', '']","['4:00 PM - 10:00 PM', '']","['4:00 PM - 10:00 PM', '']","['4:00 PM - 10:00 PM', '']","['4:00 PM - 9:00 PM', '']"
Maggiano's Little Italy,"10455 NE 8th St, Bellevue, WA 98004","['11:30 AM - 10:00 PM', '']","['11:30 AM - 10:00 PM', '']","['11:30 AM - 10:00 PM', '']","['11:30 AM - 10:00 PM', '']","['11:30 AM - 11:00 PM', '']","['11:00 AM - 11:00 PM', '']","['11:00 AM - 10:00 PM', '']"
O'BOP,"11 148th Ave SE, Bellevue, WA 98007","['11:30 AM - 7:00 PM', '']","['11:30 AM - 7:00 PM', '']","['11:30 AM - 7:00 PM', '']","['11:30 AM - 7:00 PM', '']","['11:30 AM - 7:00 PM', '']","['Closed', '']","['Closed', '']"
Lounge by Topgolf,"425 Urban Plz, Ste 200, Kirkland, WA 98033","['11:00 AM - 10:00 PM', '']","['11:00 AM - 10:00 PM', '']","['11:00 AM - 10:00 PM', '']","['11:00 AM - 10:00 PM', '']","['11:00 AM - 11:00 PM', '']","['10:00 AM - 11:00 PM', '']","['10:00 AM - 10:00 PM', '']"
Ezell's Famous Chicken,"1645 140th Ave NE, Ste A3, Bellevue, WA 98005","['10:30 AM - 9:00 PM', '']","['10:30 AM - 9:00 PM', '']","['10:30 AM - 9:00 PM', '']","['10:30 AM - 9:00 PM', '']","['10:30 AM - 10:00 PM', '']","['10:30 AM - 10:00 PM', '']","['11:00 AM - 9:00 PM', '']"
Terry's Kitchen,"5625 119th Ave SE, Bellevue, WA 98006","['Closed', '']","['4:00 PM - 9:00 PM', '']","['4:00 PM - 9:00 PM', '']","['4:00 PM - 10:00 PM', '']","['4:00 PM - 10:00 PM', '']","['4:00 PM - 10:00 PM', '']","['4:00 PM - 9:00 PM', '']"
Tanoor,"22610 SE 4th St, Ste 400, Sammamish, WA 98974","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']"
Maggiano's Little Italy,"10455 NE 8th St, Bellevue, WA 98004","['11:30 AM - 10:00 PM', '']","['11:30 AM - 10:00 PM', '']","['11:30 AM - 10:00 PM', '']","['11:30 AM - 10:00 PM', '']","['11:30 AM - 11:00 PM', '']","['11:00 AM - 11:00 PM', '']","['11:00 AM - 10:00 PM', '']"
Little Ting's Dumplings and Clay Pot,"683 156th Ave SE, Bellevue, WA 98007","['11:00 AM - 2:30 PM, 5:00 PM - 8:30 PM', '']","['Closed', '']","['11:00 AM - 2:30 PM, 5:00 PM - 8:30 PM', '']","['11:00 AM - 2:30 PM, 5:00 PM - 8:30 PM', '']","['11:00 AM - 2:30 PM, 5:00 PM - 8:30 PM', '']","['11:00 AM - 8:30 PM', '']","['11:00 AM - 8:30 PM', '']"
L'Experience Paris - Bellevue,"258 106th Ave NE, Bellevue, WA 98004","['Closed', '']","['8:00 AM - 3:00 PM', '']","['8:00 AM - 3:00 PM', '']","['8:00 AM - 10:00 PM', '']","['8:00 AM - 10:00 PM', '']","['8:00 AM - 10:00 PM', '']","['8:00 AM - 9:00 PM', '']"
O'BOP,"11 148th Ave SE, Bellevue, WA 98007","['11:30 AM - 7:00 PM', '']","['11:30 AM - 7:00 PM', '']","['11:30 AM - 7:00 PM', '']","['11:30 AM - 7:00 PM', '']","['11:30 AM - 7:00 PM', '']","['Closed', '']","['Closed', '']"
Angelo's Restaurant,"1830 130th Ave NE, Bellevue, WA 98005","['4:00 PM - 8:00 PM', '']","['4:00 PM - 8:00 PM', '']","['4:00 PM - 8:00 PM', '']","['4:00 PM - 8:00 PM', '']","['4:00 PM - 9:00 PM', '']","['4:00 PM - 9:00 PM', '']","['4:00 PM - 8:00 PM', '']"
Dan Gui Sichuan Cuisine,"13112 NE 20th St, Ste 300, Bellevue, WA 98005","['11:00 AM - 3:00 PM, 5:00 PM - 9:00 PM', '']","['Closed', '']","['11:00 AM - 3:00 PM, 5:00 PM - 9:00 PM', '']","['11:00 AM - 3:00 PM, 5:00 PM - 9:00 PM', '']","['11:00 AM - 3:00 PM, 5:00 PM - 9:30 PM', '']","['11:00 AM - 9:30 PM', '']","['11:00 AM - 9:00 PM', '']"
Liuyishou Hotpot,"1644 140th Ave NE, Bellevue, WA 98005","['11:30 AM - 3:00 PM, 5:00 PM - 9:00 PM', '']","['11:30 AM - 3:00 PM, 5:00 PM - 9:00 PM', '']","['11:30 AM - 3:00 PM, 5:00 PM - 9:00 PM', '']","['11:30 AM - 3:00 PM, 5:00 PM - 9:00 PM', '']","['11:30 AM - 3:00 PM, 5:00 PM - 9:30 PM', '']","['11:30 AM - 3:00 PM, 5:00 PM - 9:30 PM', '']","['11:30 AM - 3:00 PM, 5:00 PM - 9:30 PM', '']"
The Fry Guys,"1760 1st Ave S, Seattle, WA 98134","['Closed', '']","['Closed', '']","['12:00 PM - 8:00 PM', '']","['12:00 PM - 8:00 PM', '']","['12:00 PM - 8:00 PM', '']","['12:00 PM - 8:00 PM', '']","['Closed', '']"
Rivue Bar and Grill,"605 114th Ave SE, Bellevue, WA 98004","['11:00 AM - 2:00 PM, 4:00 PM - 10:00 PM', '']","['11:00 AM - 2:00 PM, 4:00 PM - 10:00 PM', '']","['11:00 AM - 2:00 PM, 4:00 PM - 10:00 PM', '']","['11:00 AM - 2:00 PM, 4:00 PM - 10:00 PM', '']","['11:00 AM - 2:00 PM, 4:00 PM - 10:00 PM', '']","['4:00 PM - 10:00 PM', '']","['4:00 PM - 10:00 PM', '']"
The Lounge at DeLille Cellars,"14300 NE 145th St, Ste 100, Woodinville, WA 98072","['Closed', '']","['Closed', '']","['3:00 PM - 9:00 PM', '']","['3:00 PM - 9:00 PM', '']","['3:00 PM - 9:00 PM', '']","['2:00 PM - 9:00 PM', '']","['2:00 PM - 8:00 PM', '']"
Kauai Family Restaurant,"6324 6th Ave S, Seattle, WA 98108","['Closed', '']","['10:00 AM - 3:00 PM', '']","['10:00 AM - 3:00 PM', '']","['10:00 AM - 3:00 PM', '']","['10:00 AM - 3:00 PM', '']","['10:00 AM - 3:00 PM', '']","['Closed', '']"
Solarium Kitchen & Bar,"300 112th Ave SE, Bellevue, WA 98004","['6:00 AM - 10:00 AM, 4:00 PM - 9:00 PM', '']","['6:00 AM - 10:00 AM, 4:00 PM - 9:00 PM', '']","['6:00 AM - 10:00 AM, 4:00 PM - 9:00 PM', '']","['6:00 AM - 10:00 AM, 4:00 PM - 9:00 PM', '']","['6:00 AM - 10:00 AM, 4:00 PM - 9:00 PM', '']","['6:00 AM - 10:00 AM, 4:00 PM - 9:00 PM', '']","['6:00 AM - 10:00 AM, 4:00 PM - 9:00 PM', '']"
2120,"2120 6th Ave, Seattle, WA 98121","['4:00 PM - 9:00 PM', '']","['4:00 PM - 9:00 PM', '']","['4:00 PM - 9:00 PM', '']","['4:00 PM - 9:00 PM', '']","['4:00 PM - 9:00 PM', '']","['4:00 PM - 9:00 PM', '']","['4:00 PM - 9:00 PM', '']"
Buddha Bruddah,"2201 Rainier Ave S, Seattle, WA 98144","['11:30 AM - 8:00 PM', '']","['11:30 AM - 8:00 PM', '']","['11:30 AM - 8:00 PM', '']","['11:30 AM - 8:00 PM', '']","['11:30 AM - 8:00 PM', '']","['11:30 AM - 8:00 PM', '']","['4:00 PM - 8:00 PM', '']"
Luna Cafe At The Bellevue Club,"11200 SE 6th St, Bellevue Club, Bellevue, WA 98004","['6:00 AM - 8:00 PM', '']","['6:00 AM - 8:00 PM', '']","['6:00 AM - 8:00 PM', '']","['6:00 AM - 8:00 PM', '']","['6:00 AM - 8:00 PM', '']","['7:00 AM - 5:00 PM', '']","['7:00 AM - 5:00 PM', '']"
Novilhos Brazilian Steak House,"12405 SE 38th St, Bellevue, WA 98006","['5:00 PM - 8:00 PM', '']","['5:00 PM - 8:00 PM', '']","['5:00 PM - 8:00 PM', '']","['5:00 PM - 8:00 PM', '']","['5:00 PM - 9:00 PM', '']","['12:00 PM - 2:30 PM, 4:30 PM - 9:00 PM', '']","['12:00 PM - 2:30 PM, 4:30 PM - 8:00 PM', '']"
Broiler Bay,"10636 Main St, Bellevue, WA 98004","['11:00 AM - 8:00 PM', '']","['11:00 AM - 8:00 PM', '']","['11:00 AM - 8:00 PM', '']","['11:00 AM - 8:00 PM', '']","['11:00 AM - 8:00 PM', '']","['11:00 AM - 8:00 PM', '']","['11:00 AM - 8:00 PM', '']"
Ironsteak,"16114 NE 87th St, Redmond, WA 98052","['11:30 AM - 8:30 PM', '']","['Closed', '']","['Closed', '']","['11:30 AM - 8:30 PM', '']","['11:30 AM - 8:30 PM', '']","['11:30 AM - 8:30 PM', '']","['11:30 AM - 8:30 PM', '']"
Son of A Butcher,"2236 Eastlake Ave E, Seattle, WA 98102","['Closed', '']","['5:00 PM - 11:00 PM', '']","['5:00 PM - 11:00 PM', '']","['5:00 PM - 11:00 PM', '']","['5:00 PM - 11:00 PM', '']","['5:00 PM - 11:00 PM', '']","['Closed', '']"
Daniel's Broiler,"10500 NE 8th St, Fl 21, Bellevue, WA 98004","['3:00 PM - 9:00 PM', '']","['3:00 PM - 9:00 PM', '']","['3:00 PM - 9:00 PM', '']","['3:00 PM - 9:00 PM', '']","['3:00 PM - 9:00 PM', '']","['3:00 PM - 9:00 PM', '']","['3:00 PM - 9:00 PM', '']"
HardWok Cafe,"667 156th Ave SE, Bellevue, WA 98007","['Closed', '']","['11:00 AM - 9:30 PM', '']","['11:00 AM - 9:30 PM', '']","['11:00 AM - 9:30 PM', '']","['11:00 AM - 10:30 PM', '']","['11:00 AM - 10:30 PM', '']","['11:00 AM - 9:30 PM', '']"
Sizzling Pot King,"14125 NE 20th St, Ste A/B, Bellevue, WA 98007","['11:00 AM - 2:00 PM, 4:00 PM - 8:00 PM', '']","['11:00 AM - 2:00 PM, 4:00 PM - 8:00 PM', '']","['11:00 AM - 2:00 PM, 4:00 PM - 8:00 PM', '']","['Closed', '']","['11:00 AM - 3:00 PM, 4:00 PM - 8:30 PM', '']","['11:00 AM - 3:00 PM, 4:00 PM - 8:30 PM', '']","['11:00 AM - 3:00 PM, 4:00 PM - 8:30 PM', '']"
Buddha Bruddah,"2201 Rainier Ave S, Seattle, WA 98144","['11:30 AM - 8:00 PM', '']","['11:30 AM - 8:00 PM', '']","['11:30 AM - 8:00 PM', '']","['11:30 AM - 8:00 PM', '']","['11:30 AM - 8:00 PM', '']","['11:30 AM - 8:00 PM', '']","['4:00 PM - 8:00 PM', '']"
Lunchbox Laboratory,"989 112th Ave NE, Ste 105, Bellevue, WA 98004","['11:00 AM - 10:00 PM', '']","['11:00 AM - 10:00 PM', '']","['11:00 AM - 10:00 PM', '']","['11:00 AM - 10:00 PM', '']","['11:00 AM - 10:00 PM', '']","['11:00 AM - 10:00 PM', '']","['11:00 AM - 10:00 PM', '']"
Barking Frog,"14580 NE 145th St, Woodinville, WA 98072","['8:00 AM - 2:30 PM, 4:00 PM - 9:00 PM', '']","['8:00 AM - 2:30 PM, 4:00 PM - 9:00 PM', '']","['8:00 AM - 2:30 PM, 4:00 PM - 9:00 PM', '']","['8:00 AM - 2:30 PM, 4:00 PM - 9:00 PM', '']","['8:00 AM - 2:30 PM, 4:00 PM - 9:00 PM', '']","['8:00 AM - 2:30 PM, 4:00 PM - 9:00 PM', '']","['8:00 AM - 2:30 PM, 4:00 PM - 9:00 PM', '']"
Cafe Flora,"2901 E Madison St, Seattle, WA 98112","['9:00 AM - 9:00 PM', '']","['9:00 AM - 9:00 PM', '']","['9:00 AM - 9:00 PM', '']","['9:00 AM - 9:00 PM', '']","['9:00 AM - 9:00 PM', '']","['8:00 AM - 2:30 PM, 5:00 PM - 8:00 PM', '']","['8:00 AM - 2:30 PM, 5:00 PM - 8:00 PM', '']"
The Goose Pub N Eatery,"12001 NE 12th St, Ste 90, Bellevue, WA 98005","['11:00 AM - 2:00 AM (Next day)', '']","['11:00 AM - 2:00 AM (Next day)', '']","['11:00 AM - 2:00 AM (Next day)', '']","['11:00 AM - 2:00 AM (Next day)', '']","['11:00 AM - 2:00 AM (Next day)', '']","['11:00 AM - 2:00 AM (Next day)', '']","['10:00 AM - 2:00 AM (Next day)', '']"
Jesters,"160 Bellevue Square, Bellevue, WA 98004","['11:00 AM - 7:00 PM', '']","['11:00 AM - 7:00 PM', '']","['11:00 AM - 7:00 PM', '']","['11:00 AM - 7:00 PM', '']","['11:00 AM - 7:00 PM', '']","['11:00 AM - 7:00 PM', '']","['11:00 AM - 7:00 PM', '']"
Spring Cafe,"12288 NE District Way, Bellevue, WA 98005","['6:00 AM - 1:00 PM', '']","['6:00 AM - 1:00 PM', '']","['6:00 AM - 1:00 PM', '']","['6:00 AM - 1:00 PM', '']","['6:00 AM - 1:00 PM', '']","['8:00 AM - 2:00 PM', '']","['Closed', '']"
Eat Time,"14400 Ambaum Blvd SW, Burien, WA 98166","['11:00 AM - 9:00 PM', '']","['Closed', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']"
A+ Hong Kong Restaurant,"667 S King St, Seattle, WA 98104","['9:00 AM - 10:00 PM', '']","['9:00 AM - 10:00 PM', '']","['9:00 AM - 10:00 PM', '']","['9:00 AM - 10:00 PM', '']","['9:00 AM - 10:00 PM', '']","['9:00 AM - 10:00 PM', '']","['9:00 AM - 10:00 PM', '']"
Elliott's Oyster House,"1201 Alaskan Way, Pier 56, Seattle, WA 98101","['3:00 PM - 9:00 PM', '']","['3:00 PM - 9:00 PM', '']","['3:00 PM - 9:00 PM', '']","['3:00 PM - 9:00 PM', '']","['12:00 PM - 10:00 PM', '']","['12:00 PM - 10:00 PM', '']","['12:00 PM - 9:00 PM', '']"
PAVO,"14220 NE 20th St, Ste A B, Bellevue, WA 98007","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']"
Burgermaster,"10606 Northup Way, Bellevue, WA 98004","['10:00 AM - 11:00 PM', '']","['10:00 AM - 11:00 PM', '']","['10:00 AM - 11:00 PM', '']","['10:00 AM - 11:00 PM', '']","['10:00 AM - 11:00 PM', '']","['10:00 AM - 11:00 PM', '']","['10:00 AM - 11:00 PM', '']"
Seoul Bowl - Bellevue,"13622 NE 20th St, Ste D, Bellevue, WA 98005","['11:00 AM - 8:00 PM', '']","['11:00 AM - 8:00 PM', '']","['11:00 AM - 8:00 PM', '']","['11:00 AM - 8:00 PM', '']","['11:00 AM - 8:00 PM', '']","['Closed', '']","['Closed', '']"
Happy Lamb Hot Pot,"1411 156th Ave NE, Ste A, Bellevue, WA 98007","['11:30 AM - 3:00 PM, 5:00 PM - 10:00 PM', '']","['11:30 AM - 3:00 PM, 5:00 PM - 10:00 PM', '']","['11:30 AM - 3:00 PM, 5:00 PM - 10:00 PM', '']","['11:30 AM - 3:00 PM, 5:00 PM - 10:00 PM', '']","['11:30 AM - 10:00 PM', '']","['11:30 AM - 10:00 PM', '']","['11:30 AM - 10:00 PM', '']"
Aji Sushi & Grill - Newcastle,"13176 Newcastle Commons Dr, Newcastle, WA 98059","['11:00 AM - 2:45 PM, 4:30 PM - 8:45 PM', '']","['11:00 AM - 2:45 PM, 4:30 PM - 8:45 PM', '']","['11:00 AM - 2:45 PM, 4:30 PM - 8:45 PM', '']","['11:00 AM - 2:45 PM, 4:30 PM - 8:45 PM', '']","['11:00 AM - 2:45 PM, 4:30 PM - 9:45 PM', '']","['12:00 PM - 3:00 PM, 4:00 PM - 9:45 PM', '']","['12:00 PM - 3:00 PM, 4:00 PM - 8:45 PM', '']"
Ginza,"103 102nd Ave SE, Bellevue, WA 98004","['11:30 AM - 2:00 PM, 5:00 PM - 9:00 PM', '']","['11:30 AM - 2:00 PM, 5:00 PM - 9:00 PM', '']","['11:30 AM - 2:00 PM, 5:00 PM - 9:00 PM', '']","['11:30 AM - 2:00 PM, 5:00 PM - 9:00 PM', '']","['11:30 AM - 2:00 PM, 5:00 PM - 9:30 PM', '']","['5:00 PM - 9:30 PM', '']","['5:00 PM - 9:00 PM', '']"
Kizuki Ramen & Izakaya,"575 Bellevue Way NE, Space 252, Bellevue, WA 98004","['10:00 AM - 9:00 PM', '']","['10:00 AM - 9:00 PM', '']","['10:00 AM - 9:00 PM', '']","['10:00 AM - 9:00 PM', '']","['10:00 AM - 9:00 PM', '']","['10:00 AM - 9:00 PM', '']","['11:00 AM - 7:00 PM', '']"
Katsu-ya Seattle,"122 Westlake Ave N, Seattle, WA 98109","['Closed', '']","['11:30 AM - 2:30 PM, 5:00 PM - 9:00 PM', '']","['11:30 AM - 2:30 PM, 5:00 PM - 9:00 PM', '']","['11:30 AM - 2:30 PM, 5:00 PM - 9:00 PM', '']","['11:30 AM - 2:30 PM, 5:00 PM - 10:00 PM', '']","['11:30 AM - 2:30 PM, 5:00 PM - 10:00 PM', '']","['Closed', '']"
Baron's Sino Kitchen & Bar,"500 Bellevue Way NE, Fl 2, Ste 210, Bellevue, WA 98004","['11:30 AM - 2:30 PM, 4:30 PM - 9:00 PM', '']","['11:30 AM - 2:30 PM, 4:30 PM - 9:00 PM', '']","['11:30 AM - 2:30 PM, 4:30 PM - 9:00 PM', '']","['11:30 AM - 2:30 PM, 4:30 PM - 9:00 PM', '']","['11:30 AM - 2:30 PM, 4:30 PM - 10:00 PM', '']","['11:30 AM - 3:00 PM, 4:30 PM - 10:00 PM', '']","['11:30 AM - 3:00 PM, 4:30 PM - 9:00 PM', '']"
Racha Go,"12 Bellevue Way SE, Bellevue, WA 98004","['10:00 AM - 9:00 PM', '']","['10:00 AM - 9:00 PM', '']","['10:00 AM - 9:00 PM', '']","['10:00 AM - 9:00 PM', '']","['10:00 AM - 9:00 PM', '']","['10:00 AM - 9:00 PM', '']","['10:00 AM - 9:00 PM', '']"
Gilbert's on Main,"10024 Main St, Bellevue, WA 98004","['9:00 AM - 3:00 PM', '']","['9:00 AM - 3:00 PM', '']","['9:00 AM - 3:00 PM', '']","['9:00 AM - 3:00 PM', '']","['9:00 AM - 3:00 PM', '']","['9:00 AM - 3:00 PM', '']","['9:00 AM - 3:00 PM', '']"
In Pizza We Crust,"2612 Bellevue Way NE, Bellevue, WA 98004","['11:00 AM - 7:00 PM', '']","['11:00 AM - 7:00 PM', '']","['11:00 AM - 7:00 PM', '']","['11:00 AM - 7:00 PM', '']","['11:00 AM - 7:00 PM', '']","['Closed', '']","['Closed', '']"
Burger N Gyros,"2285 140th Ave NE, Bellevue, WA 98005","['10:00 AM - 10:00 PM', '']","['10:00 AM - 10:00 PM', '']","['10:00 AM - 10:00 PM', '']","['10:00 AM - 10:00 PM', '']","['10:00 AM - 10:00 PM', '']","['10:00 AM - 10:00 PM', '']","['10:00 AM - 10:00 PM', '']"
Carillon Kitchen,"2240 Carillon Point, Kirkland, WA 98033","['7:00 AM - 2:00 PM', '']","['7:00 AM - 2:00 PM', '']","['7:00 AM - 2:00 PM', '']","['7:00 AM - 2:00 PM', '']","['7:00 AM - 2:00 PM', '']","['7:00 AM - 2:00 PM', '']","['7:00 AM - 2:00 PM', '']"
G.H. Pasta Co.,"2305 6th Ave, Seattle, WA 98121","['11:00 AM - 4:00 PM', '']","['11:00 AM - 4:00 PM', '']","['11:00 AM - 4:00 PM', '']","['11:00 AM - 4:00 PM', '']","['11:00 AM - 4:00 PM', '']","['11:00 AM - 4:00 PM', '']","['11:00 AM - 4:00 PM', '']"
Mercato Stellina Pizzeria,"10000 Main St, Ste 104, Bellevue, WA 98004","['Closed', '']","['4:00 PM - 9:00 PM', '']","['4:00 PM - 9:00 PM', '']","['4:00 PM - 9:00 PM', '']","['4:00 PM - 10:00 PM', '']","['4:00 PM - 10:00 PM', '']","['4:00 PM - 9:00 PM', '']"
Melrose Grill,"819 Houser Way S, Renton, WA 98057","['5:00 PM - 9:00 PM', '']","['5:00 PM - 9:00 PM', '']","['5:00 PM - 9:00 PM', '']","['5:00 PM - 9:00 PM', '']","['5:00 PM - 10:00 PM', '']","['4:00 PM - 10:00 PM', '']","['4:00 PM - 9:00 PM', '']"
G.H. Pasta Co.,"2305 6th Ave, Seattle, WA 98121","['11:00 AM - 4:00 PM', '']","['11:00 AM - 4:00 PM', '']","['11:00 AM - 4:00 PM', '']","['11:00 AM - 4:00 PM', '']","['11:00 AM - 4:00 PM', '']","['11:00 AM - 4:00 PM', '']","['11:00 AM - 4:00 PM', '']"
Burgermaster,"10606 Northup Way, Bellevue, WA 98004","['10:00 AM - 11:00 PM', '']","['10:00 AM - 11:00 PM', '']","['10:00 AM - 11:00 PM', '']","['10:00 AM - 11:00 PM', '']","['10:00 AM - 11:00 PM', '']","['10:00 AM - 11:00 PM', '']","['10:00 AM - 11:00 PM', '']"
Famous Kitchen,"1802 12th Ave NW, Ste C, Issaquah, WA 98027","['11:00 AM - 8:00 PM', '']","['Closed', '']","['11:00 AM - 8:00 PM', '']","['11:00 AM - 8:00 PM', '']","['11:00 AM - 8:00 PM', '']","['11:00 AM - 8:00 PM', '']","['11:00 AM - 8:00 PM', '']"
Baron's Sino Kitchen & Bar,"500 Bellevue Way NE, Fl 2, Ste 210, Bellevue, WA 98004","['11:30 AM - 2:30 PM, 4:30 PM - 9:00 PM', '']","['11:30 AM - 2:30 PM, 4:30 PM - 9:00 PM', '']","['11:30 AM - 2:30 PM, 4:30 PM - 9:00 PM', '']","['11:30 AM - 2:30 PM, 4:30 PM - 9:00 PM', '']","['11:30 AM - 2:30 PM, 4:30 PM - 10:00 PM', '']","['11:30 AM - 3:00 PM, 4:30 PM - 10:00 PM', '']","['11:30 AM - 3:00 PM, 4:30 PM - 9:00 PM', '']"
Kobe Restaurant,"850 110th Ave NE, Bellevue, WA 98004","['11:00 AM - 11:00 PM', '']","['11:00 AM - 11:00 PM', '']","['11:00 AM - 11:00 PM', '']","['11:00 AM - 11:00 PM', '']","['11:00 AM - 11:00 PM', '']","['11:00 AM - 11:00 PM', '']","['Closed', '']"
Vinason Pho Kitchen,"499 Urban Plz, Kirkland, WA 98033","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']","['11:00 AM - 9:00 PM', '']"
Gan Bei,"670 S Weller St, Seattle, WA 98104","['3:00 PM - 9:00 PM', '']","['Closed', '']","['3:00 PM - 9:00 PM', '']","['3:00 PM - 9:00 PM', '']","['3:00 PM - 9:00 PM', '']","['3:00 PM - 9:00 PM', '']","['3:00 PM - 9:00 PM', '']"
